circRNA	esophagus1	esophagus2	esophagus3	esophagus4	sigmoid_colon1	sigmoid_colon2	sigmoid_colon3	sigmoid_colon4
chr7_133817544_133475328_fwd	0	0	0	0	0	5	0	0
chr7_133817544_133630045_fwd	0	0	0	0	0	7	0	0
chr7_133917738_133895599_fwd	0	0	0	0	0	0	0	2
chr7_133938069_133895599_fwd	0	0	0	0	0	4	0	0
chr7_148827164_148832750_rev	0	0	3	0	0	0	0	0
chr7_148832634_148847305_rev	0	0	1	2	2	0	0	0
chr7_148846470_148847305_rev	3	2	0	4	0	0	0	0
chr7_22940972_22991139_rev	0	2	0	0	0	0	0	0
chr7_22960256_22991139_rev	0	0	23	0	18	27	10	18
chr7_22976210_22984045_rev	0	0	5	10	0	3	0	0
chr7_22976210_22991139_rev	0	2	9	0	0	10	19	5
chr7_22983944_22991139_rev	0	0	0	0	0	0	0	0
chr7_92575771_92581603_rev	0	0	0	0	0	0	0	3
chr7_92579317_92581603_rev	0	0	2	0	0	0	0	0
chr7_102787469_102757854_fwd	0	0	0	0	0	0	0	0
chr7_102787469_102772409_fwd	0	0	2	0	0	0	0	0
chr7_77109938_77113483_rev	0	11	4	0	0	22	0	4
chr7_30782212_30778432_fwd	0	0	1	0	2	0	2	3
chr7_30785992_30778432_fwd	0	0	0	0	0	6	0	0
chr7_30791574_30778432_fwd	0	0	0	0	0	0	0	0
chr7_30828737_30766345_fwd	0	0	0	0	0	0	0	0
chr7_30836764_30778432_fwd	0	0	0	0	0	0	0	0
chr7_30840848_30778432_fwd	0	0	0	0	0	0	0	0
chr7_30840848_30828679_fwd	0	0	0	0	0	0	2	0
chr7_30840848_30836658_fwd	0	0	3	0	0	7	5	0
chr7_30853459_30850454_fwd	0	0	0	0	0	0	0	0
chr7_30859324_30828679_fwd	0	0	0	0	0	2	0	0
chr7_30859324_30850454_fwd	0	0	0	0	10	0	0	11
chr7_30882993_30872243_fwd	0	0	0	0	0	0	0	0
chr7_30882993_30875495_fwd	0	0	0	0	0	0	0	0
chr7_256029_255849_fwd	2	0	0	0	0	0	0	0
chr7_102822040_103029418_rev	0	0	1	0	0	0	0	0
chr7_102877467_103029418_rev	0	0	1	0	0	0	0	0
chr7_102963533_103029418_rev	0	0	1	0	0	0	0	0
chr7_102968022_103029418_rev	0	0	0	0	0	0	0	0
chr7_103025063_103029418_rev	0	0	4	0	0	19	2	5
chr7_100591902_100591667_fwd	0	0	0	0	0	0	2	2
chr7_100593017_100591667_fwd	0	0	3	0	0	0	0	0
chr7_32980553_32974617_fwd	0	0	1	0	0	0	0	0
chr7_32988652_32974617_fwd	0	0	0	1	0	0	0	0
chr7_32988652_32975182_fwd	0	7	0	0	0	0	0	0
chr7_32988652_32988507_fwd	0	6	33	11	24	0	0	0
chr7_32996349_32988507_fwd	0	0	0	0	0	0	0	0
chr7_33000260_32996163_fwd	0	1	0	0	0	0	0	0
chr7_128843577_128842575_fwd	0	0	0	0	0	0	0	0
chr7_128848717_128848561_fwd	0	0	0	0	0	0	0	0
chr7_128853621_128851232_fwd	0	0	0	0	0	0	0	0
chr7_4759595_4756994_fwd	0	0	0	0	0	0	0	0
chr7_114288109_114162944_fwd	0	0	0	0	0	0	0	3
chr7_114426679_114162944_fwd	2	0	0	0	0	0	0	0
chr7_114534706_114463074_fwd	0	0	0	0	0	0	0	0
chr7_114538383_114463074_fwd	0	0	0	0	0	0	0	0
chr7_114538383_114498883_fwd	0	0	0	0	0	0	0	5
chr7_114538383_114534617_fwd	0	0	0	0	0	4	0	3
chr7_114570881_114498883_fwd	0	0	0	0	0	3	0	3
chr7_114570881_114534617_fwd	0	0	0	0	0	15	3	8
chr7_114631705_114628540_fwd	0	0	1	0	2	0	0	2
chr7_114631705_114631528_fwd	0	0	0	0	0	0	3	0
chr7_114663519_114659572_fwd	0	0	0	7	0	0	0	0
chr7_114664436_114628540_fwd	0	0	0	0	0	0	3	0
chr7_114664436_114642410_fwd	0	0	0	0	4	0	0	0
chr7_114664436_114653926_fwd	0	0	0	0	0	3	0	0
chr7_30622462_30621393_fwd	1	6	13	2	7	37	0	17
chr7_30626319_30621393_fwd	0	0	0	0	0	0	0	0
chr7_30628669_30615896_fwd	0	0	0	0	0	0	0	0
chr7_100222597_100233674_rev	0	0	0	0	0	0	3	0
chr7_75018122_75017598_fwd	0	0	0	7	0	0	0	2
chr7_75020149_75017598_fwd	0	0	6	0	3	0	2	0
chr7_75020149_75018972_fwd	0	0	0	0	1	0	9	0
chr7_55983868_55982210_fwd	0	12	123	14	38	219	141	262
chr7_55984878_55978126_fwd	0	0	0	0	0	0	8	0
chr7_55984878_55982210_fwd	0	0	9	2	12	15	0	10
chr7_55994988_55982210_fwd	0	0	0	0	0	16	0	7
chr7_55997449_55982210_fwd	0	0	0	0	0	7	5	0
chr7_55997449_55991828_fwd	0	0	1	0	0	0	0	0
chr7_55997449_55994894_fwd	0	0	4	0	0	2	0	5
chr7_100681864_100681993_rev	0	0	0	0	0	5	0	0
chr7_100682072_100682235_rev	0	0	6	0	5	5	4	4
chr7_100682072_100682482_rev	0	0	0	0	0	0	0	4
chr7_100686649_100686819_rev	0	0	1	0	0	2	0	0
chr7_8004059_8003908_fwd	0	0	0	3	0	0	0	0
chr7_8060248_8003908_fwd	0	2	0	0	0	4	6	0
chr7_8060248_8022483_fwd	0	0	1	0	0	0	0	0
chr7_8071131_8003908_fwd	0	0	5	0	0	0	0	0
chr7_8071131_8022483_fwd	0	0	0	0	0	0	0	3
chr7_8071131_8055433_fwd	0	2	0	0	0	0	0	0
chr7_8071131_8055436_fwd	0	0	0	0	0	2	0	0
chr7_42023468_42026412_rev	0	0	0	0	0	0	2	5
chr7_42023468_42040239_rev	0	0	0	0	0	0	0	4
chr7_42023468_42048696_rev	0	0	0	0	0	7	9	0
chr7_42023468_42223295_rev	0	0	0	0	2	0	0	0
chr7_42040038_42045530_rev	0	0	0	0	0	0	0	0
chr7_42148226_42148468_rev	0	0	1	6	5	8	2	0
chr7_42148226_42172686_rev	0	0	1	0	0	4	0	0
chr7_42148226_42223295_rev	0	0	3	0	8	18	4	7
chr7_80212869_80188951_fwd	0	0	0	1	0	0	0	0
chr7_80212869_80199225_fwd	0	0	3	0	0	16	0	9
chr7_100679167_100122052_fwd	0	0	0	0	0	0	0	0
chr7_100679167_100358015_fwd	0	3	0	0	0	0	0	5
chr7_23270175_23266517_fwd	0	0	0	2	0	0	0	0
chr7_50603998_50626978_rev	0	0	0	0	0	0	0	0
chr7_50612741_50626978_rev	0	0	0	0	0	0	4	0
chr7_50669722_50674658_rev	0	0	6	0	11	23	5	16
chr7_50669722_50703908_rev	0	0	3	0	11	0	0	0
chr7_50669722_50705323_rev	0	0	2	0	6	9	3	5
chr7_50669722_50710990_rev	0	0	0	0	0	7	2	2
chr7_50669722_50727890_rev	0	0	0	0	0	5	4	0
chr7_50669722_50732368_rev	0	0	0	0	0	0	0	0
chr7_50669722_50756056_rev	0	0	0	1	0	2	0	4
chr7_50669722_50762014_rev	0	0	0	0	0	0	0	0
chr7_50669722_50780736_rev	0	0	0	0	0	0	0	0
chr7_50674436_50703908_rev	0	0	0	2	0	0	0	0
chr7_50674436_50705323_rev	0	0	0	0	0	0	0	0
chr7_50674436_50756056_rev	0	0	0	2	0	0	0	0
chr7_50703821_50705323_rev	0	0	10	0	16	37	5	19
chr7_50703821_50710990_rev	2	0	0	0	3	5	8	7
chr7_50703821_50727890_rev	0	0	0	0	0	8	0	0
chr7_50703821_50732368_rev	0	0	0	0	0	0	0	0
chr7_50703821_50756056_rev	0	0	1	0	3	0	0	4
chr7_50710875_50756056_rev	0	0	0	0	0	0	0	7
chr7_50726013_50727890_rev	0	0	0	1	0	0	0	0
chr7_50726013_50756056_rev	0	0	0	0	0	0	0	0
chr7_50732272_50756056_rev	0	0	0	0	0	8	0	3
chr7_50732272_50762014_rev	0	1	0	0	0	0	0	4
chr7_126902542_126904683_rev	0	3	0	0	0	0	0	0
chr7_30366295_30323642_fwd	0	0	0	0	0	0	0	0
chr7_30366295_30355728_fwd	0	14	4	0	0	4	2	0
chr7_30366295_30362377_fwd	0	0	0	1	0	0	0	0
chr7_66427949_66430017_rev	0	0	1	0	0	0	0	2
chr7_66450071_66554837_rev	0	14	9	0	1	0	0	0
chr7_66450071_66481599_rev	0	0	2	0	0	0	0	0
chr7_66450071_66485153_rev	0	0	0	0	0	0	0	12
chr7_66476259_66485153_rev	0	0	0	0	0	3	0	0
chr7_66479009_66485153_rev	0	0	0	0	0	0	0	0
chr7_77320725_77377390_rev	0	0	0	0	0	0	0	0
chr7_77352944_77355647_rev	0	0	2	0	0	0	0	0
chr7_77355213_77375101_rev	0	0	0	0	0	0	0	3
chr7_77360824_77375101_rev	0	0	0	0	0	0	0	0
chr7_77360824_77377390_rev	1	0	0	0	0	0	0	0
chr7_77374070_77406105_rev	0	0	0	0	0	0	0	0
chr7_77375058_77397415_rev	0	0	0	0	0	0	0	5
chr7_77376848_77404615_rev	0	0	3	0	0	13	6	0
chr7_77382574_77397415_rev	0	0	0	0	0	0	0	0
chr7_77387360_77397415_rev	0	0	0	0	0	0	0	0
chr7_77387360_77406105_rev	0	0	0	0	0	12	0	0
chr7_143268184_143267617_fwd	0	0	0	0	0	0	6	0
chr7_74691111_74689124_fwd	0	0	0	0	0	0	2	0
chr7_74716950_74689124_fwd	0	0	2	0	0	0	0	0
chr7_74716950_74705164_fwd	7	0	9	3	4	0	0	20
chr7_74718941_74705164_fwd	0	0	31	3	7	26	15	0
chr7_74728896_74705164_fwd	0	0	0	0	0	0	5	0
chr7_74735532_74733923_fwd	0	0	0	0	0	0	0	0
chr7_74512971_74508075_fwd	0	0	4	0	0	0	0	0
chr7_74529917_74521208_fwd	0	0	0	1	0	0	0	3
chr7_74545809_74544755_fwd	0	0	2	0	0	0	0	0
chr7_74555494_74555174_fwd	0	0	1	0	0	0	0	10
chr7_74591017_74589851_fwd	0	0	1	6	1	0	0	0
chr7_90378211_90372155_fwd	0	0	12	0	14	42	4	14
chr7_90378211_90374302_fwd	0	0	1	0	0	0	0	0
chr7_65964323_65967907_rev	0	1	5	1	0	8	0	6
chr7_65964323_65976202_rev	1	0	0	0	0	0	0	0
chr7_65974295_65976202_rev	0	0	1	0	0	3	0	0
chr7_65979386_65980409_rev	0	1	2	0	0	0	0	0
chr7_65979399_65980409_rev	0	0	0	1	0	19	0	9
chr7_44840899_44843354_rev	0	0	0	0	0	3	0	4
chr7_107186681_107179879_fwd	0	0	3	0	0	3	0	5
chr7_107196151_107179879_fwd	0	0	0	0	0	0	0	0
chr7_107196151_107189292_fwd	0	0	1	0	0	0	0	0
chr7_18594029_18585281_fwd	0	0	0	0	0	0	0	3
chr7_18629481_18585281_fwd	0	0	0	0	2	0	0	0
chr7_18648683_18585281_fwd	0	0	0	0	0	0	0	0
chr7_18648683_18644671_fwd	0	0	0	0	0	0	0	2
chr7_18666476_18585281_fwd	0	0	0	0	0	0	0	0
chr7_18666476_18666213_fwd	0	0	2	0	0	11	7	5
chr7_18793452_18762157_fwd	0	0	0	0	0	0	0	0
chr7_18829548_18767106_fwd	0	0	0	0	0	0	0	0
chr7_18835997_18762157_fwd	0	0	0	0	0	0	0	0
chr7_18874596_18727580_fwd	0	0	0	0	0	0	0	0
chr7_18874596_18762157_fwd	0	0	0	0	0	0	3	0
chr7_18874596_18829161_fwd	0	0	0	0	0	0	0	13
chr7_35638350_35670328_rev	0	0	0	0	0	5	0	3
chr7_35638350_35673278_rev	0	0	0	0	0	0	0	0
chr7_35667434_35670328_rev	0	0	0	1	0	0	0	0
chr7_35667434_35673278_rev	1	16	19	5	4	58	64	25
chr7_35670215_35673278_rev	0	0	1	0	2	0	0	0
chr7_27629371_27632445_rev	0	0	0	1	0	18	0	17
chr7_27629371_27649633_rev	0	0	15	0	0	22	14	10
chr7_75544695_75549001_rev	0	0	0	0	0	0	0	0
chr7_75553453_75554526_rev	0	0	3	1	0	5	0	0
chr7_75555416_75559915_rev	0	0	0	1	0	0	0	0
chr7_75561329_75573901_rev	0	0	0	0	0	0	0	0
chr7_75568199_75573901_rev	0	0	1	0	0	0	0	0
chr7_75568199_75586833_rev	0	0	0	0	0	0	2	0
chr7_75581237_75586833_rev	0	0	0	0	0	3	0	0
chr7_75582075_75586833_rev	0	0	1	0	0	3	0	0
chr7_139596717_139620563_rev	0	0	3	0	0	0	0	0
chr7_139628953_139631725_rev	0	0	0	0	0	0	0	0
chr7_139715932_139717015_rev	1	12	1	4	0	8	5	3
chr7_26192495_26197732_rev	0	0	0	3	0	0	0	0
chr7_26193575_26196658_rev	0	0	0	0	0	0	0	0
chr7_26196401_26197732_rev	0	0	0	0	0	0	0	0
chr7_47967806_47976837_rev	0	0	3	0	0	14	9	8
chr7_8218305_8235940_rev	0	0	0	0	0	2	0	0
chr7_8218305_8236005_rev	0	0	6	0	0	0	0	3
chr7_112462378_112458861_fwd	0	0	0	0	0	0	0	10
chr7_50327757_50319048_fwd	0	0	0	2	0	0	0	0
chr7_111487238_111561923_rev	0	0	0	0	0	7	0	0
chr7_128400095_128401116_rev	0	0	0	0	0	0	0	0
chr7_155302417_155301566_fwd	0	0	3	0	0	0	0	0
chr7_1487760_1487957_rev	0	0	0	0	0	0	0	5
chr7_2573488_2567116_fwd	0	0	0	0	0	0	2	0
chr7_2573488_2568954_fwd	0	0	0	0	0	0	0	0
chr7_2578526_2578242_fwd	0	0	5	0	0	2	7	0
chr7_2604991_2598465_fwd	0	0	0	0	0	3	0	0
chr7_2607227_2578242_fwd	0	0	0	0	0	0	0	0
chr7_123479795_123496906_rev	0	0	0	0	0	0	0	0
chr7_123496696_123512344_rev	0	0	0	0	0	0	0	0
chr7_128948121_128947729_fwd	0	2	0	0	0	0	0	0
chr7_16216066_16259012_rev	0	0	0	0	0	5	0	0
chr7_16216066_16278226_rev	0	0	3	0	0	5	0	7
chr7_16216066_16406337_rev	0	0	0	0	0	0	0	3
chr7_16258390_16278226_rev	0	0	18	1	0	13	0	15
chr7_16258390_16301466_rev	0	0	0	0	0	0	2	10
chr7_16258390_16308627_rev	0	0	1	0	0	10	0	7
chr7_16278129_16308627_rev	0	0	0	0	0	0	0	0
chr7_16278129_16376241_rev	0	0	0	0	0	6	0	0
chr7_16376092_16406337_rev	0	0	4	0	0	8	14	0
chr7_20367186_20363637_fwd	0	0	0	0	0	0	0	2
chr7_20380831_20367012_fwd	0	0	0	0	0	4	0	0
chr7_20381885_20363637_fwd	0	0	4	0	0	0	0	0
chr7_20381885_20379051_fwd	0	0	1	0	0	0	0	0
chr7_20391498_20363637_fwd	0	0	2	0	0	0	0	0
chr7_20394985_20381727_fwd	0	0	0	2	0	0	0	0
chr7_20404853_20394896_fwd	0	0	2	0	0	0	0	0
chr7_27895220_27991981_rev	0	0	0	0	2	5	3	0
chr7_27991909_27991981_rev	0	0	0	0	2	0	0	0
chr7_150946877_150947054_rev	0	0	0	0	0	0	0	0
chr7_150957291_150959736_rev	0	0	1	0	0	12	6	0
chr7_66639228_66638253_fwd	0	0	0	0	0	0	3	0
chr7_6466071_6469754_rev	0	0	0	0	0	0	0	0
chr7_140096555_140102160_rev	0	0	0	0	0	11	0	0
chr7_140096555_140120529_rev	0	0	0	0	0	0	0	0
chr7_140096555_140124783_rev	0	0	0	6	0	0	0	0
chr7_140101951_140111184_rev	4	0	0	0	0	6	0	0
chr7_140111095_140120529_rev	1	0	0	0	0	5	0	0
chr7_140113491_140120529_rev	0	0	0	0	0	26	0	0
chr7_140119113_140120529_rev	0	0	0	0	0	3	0	0
chr7_140127442_140129653_rev	0	0	0	0	0	6	8	12
chr7_140176744_140472011_rev	8	0	0	0	0	0	0	0
chr7_36330982_36334161_rev	0	0	1	0	0	0	0	2
chr7_36333856_36336297_rev	0	0	0	0	0	0	0	0
chr7_36356902_36357590_rev	0	0	0	0	0	0	0	0
chr7_86918442_86926916_rev	0	0	0	0	0	0	5	0
chr7_138871157_138871362_rev	0	0	0	0	0	0	0	0
chr7_138881388_138903736_rev	0	0	0	1	0	0	0	0
chr7_130122202_130116445_fwd	0	0	4	0	0	0	0	0
chr7_130122202_130120749_fwd	0	19	30	1	17	49	7	19
chr7_130129576_130116445_fwd	0	0	0	0	0	5	0	3
chr7_130129576_130120749_fwd	0	0	1	0	0	0	0	0
chr7_130129576_130125865_fwd	0	0	0	0	0	0	0	3
chr7_23140944_23140769_fwd	0	0	0	1	0	0	0	0
chr7_23144025_23123777_fwd	0	0	0	0	1	0	0	0
chr7_23144025_23140769_fwd	0	0	5	0	0	0	0	0
chr7_23152209_23123777_fwd	0	0	0	0	0	0	7	0
chr7_139479627_139480247_rev	0	0	3	0	0	0	0	0
chr7_152138796_152149152_rev	0	0	0	0	3	9	0	21
chr7_152145153_152149152_rev	0	0	1	0	0	0	8	0
chr7_152145165_152149152_rev	0	0	0	0	0	12	0	0
chr7_152150900_152159072_rev	0	0	1	0	0	0	0	0
chr7_152155910_152194261_rev	0	0	0	0	0	0	0	0
chr7_152157761_152178010_rev	0	0	3	0	0	0	0	0
chr7_152171264_152178010_rev	0	0	0	0	0	0	0	0
chr7_152174131_152178010_rev	0	0	0	0	0	0	3	0
chr7_152176191_152178010_rev	0	0	0	0	0	0	0	0
chr7_152180711_152199459_rev	0	0	0	0	0	0	2	0
chr7_152185558_152187847_rev	0	0	0	0	0	0	0	0
chr7_152194009_152199459_rev	0	0	0	0	0	0	4	0
chr7_152194009_152203064_rev	0	0	0	0	0	4	0	0
chr7_152194009_152207428_rev	0	0	0	0	0	0	0	0
chr7_152199279_152238826_rev	6	0	0	0	0	0	0	0
chr7_152202934_152207428_rev	0	0	0	2	0	3	0	0
chr7_152202934_152224616_rev	0	0	0	0	0	3	0	0
chr7_152202934_152238826_rev	0	0	0	0	0	0	0	0
chr7_152205106_152207428_rev	0	0	2	0	0	0	0	0
chr7_152205106_152222066_rev	0	0	0	0	0	0	0	2
chr7_152205106_152248620_rev	0	0	0	0	0	0	0	0
chr7_152220523_152235933_rev	0	0	0	0	0	0	0	0
chr7_152220523_152238826_rev	1	1	17	6	15	54	17	20
chr7_152220523_152248620_rev	0	0	0	0	0	2	0	0
chr7_152224015_152248620_rev	0	0	0	0	0	0	0	2
chr7_152229923_152238826_rev	0	0	5	0	0	32	0	0
chr7_152235817_152238826_rev	0	0	4	1	0	0	0	5
chr7_152235817_152250966_rev	0	0	0	0	0	5	0	0
chr7_152238707_152250966_rev	0	1	0	0	7	0	4	19
chr7_152247902_152315338_rev	0	0	2	0	0	0	0	0
chr7_152249876_152250966_rev	0	1	16	2	7	31	14	16
chr7_152263016_152265209_rev	0	0	4	0	0	0	0	0
chr7_152263016_152273867_rev	0	0	0	0	0	0	3	0
chr7_152263016_152315338_rev	0	0	2	0	0	7	0	18
chr7_152273705_152315338_rev	0	0	1	0	0	3	0	4
chr7_152273705_152358675_rev	0	0	0	0	0	0	0	0
chr7_152309966_152310075_rev	0	0	1	0	0	0	0	0
chr7_152309966_152311946_rev	0	0	3	0	0	0	0	0
chr7_152309966_152315338_rev	1	2	21	19	15	65	22	49
chr7_152309966_152358675_rev	0	0	3	0	0	10	0	3
chr7_152330601_152358675_rev	0	0	0	0	0	0	3	6
chr7_105041023_105038126_fwd	0	1	15	1	1	40	22	18
chr7_105066807_105038126_fwd	0	0	0	0	0	0	0	2
chr7_105077193_105076963_fwd	0	0	0	0	0	0	0	0
chr7_105077433_105073619_fwd	0	1	4	0	0	3	5	5
chr7_105078963_105073619_fwd	0	7	0	1	0	0	6	10
chr7_105081797_105062164_fwd	0	0	6	1	2	28	10	7
chr7_105081797_105073619_fwd	0	0	7	0	0	3	0	0
chr7_105091314_105062164_fwd	0	0	0	0	0	0	0	0
chr7_105091314_105066727_fwd	0	0	6	0	0	0	2	0
chr7_105091314_105078846_fwd	0	0	0	0	0	0	0	0
chr7_105091314_105090009_fwd	0	0	5	0	4	16	5	0
chr7_105102194_105101425_fwd	0	0	0	2	0	6	0	0
chr7_99177920_99182065_rev	0	0	0	0	0	0	0	0
chr7_92213195_92214777_rev	0	0	0	0	0	0	6	0
chr7_92213195_92226682_rev	0	2	4	0	0	4	0	2
chr7_92213195_92242137_rev	0	0	2	0	0	0	0	0
chr7_92213195_92244149_rev	0	0	0	0	0	0	0	0
chr7_92221902_92222978_rev	0	0	1	0	0	5	0	0
chr7_92221902_92226682_rev	0	0	0	0	0	0	0	0
chr7_92221902_92234923_rev	0	0	0	0	0	0	0	3
chr7_92225720_92226682_rev	0	0	3	0	7	0	0	0
chr7_92225720_92242137_rev	0	0	0	12	0	7	0	0
chr7_107929064_107932377_rev	0	0	0	0	0	8	0	0
chr7_107935415_107940358_rev	0	0	0	0	7	3	2	0
chr7_107951226_107960649_rev	0	0	0	0	0	0	0	4
chr7_107951226_107961329_rev	0	0	5	0	0	0	0	0
chr7_107951226_107964687_rev	0	0	0	0	0	0	0	0
chr7_107955467_107960649_rev	0	0	0	0	3	4	0	0
chr7_107959249_107960649_rev	0	0	0	0	0	0	0	2
chr7_107961206_107964687_rev	0	0	0	0	0	0	0	0
chr7_107972992_107975877_rev	0	0	0	0	0	0	0	0
chr7_107972992_107986363_rev	0	0	1	0	0	0	0	0
chr7_107974986_107980811_rev	0	0	0	0	0	0	0	0
chr7_108049326_108056007_rev	0	0	2	0	0	0	0	0
chr7_108055632_108056007_rev	0	0	2	0	0	0	0	0
chr7_108062774_108063985_rev	0	0	4	0	0	0	0	0
chr7_55401320_55391793_fwd	0	0	0	0	0	0	0	0
chr7_74216864_74209931_fwd	0	0	0	0	0	0	0	0
chr7_74097189_74096622_fwd	0	0	3	0	0	0	0	0
chr7_74099238_74096622_fwd	0	0	0	0	0	0	0	0
chr7_74115958_74111648_fwd	0	0	0	1	0	0	0	0
chr7_130945720_130984109_rev	0	0	0	0	0	0	0	0
chr7_130945720_131052555_rev	0	0	1	0	0	0	0	0
chr7_130984053_131052555_rev	0	0	0	0	0	0	0	0
chr7_66390104_66401027_rev	0	0	0	0	0	4	0	0
chr7_66395879_66428040_rev	0	0	0	0	0	0	0	0
chr7_39789544_39781235_fwd	0	0	0	0	0	0	0	0
chr7_39789544_39781689_fwd	2	0	0	0	0	0	0	0
chr7_39789544_39781744_fwd	0	0	0	0	0	0	2	0
chr7_30391035_30355728_fwd	0	0	0	0	0	0	0	0
chr7_156676386_156688191_rev	0	0	0	0	0	0	0	0
chr7_156724112_156763795_rev	0	0	0	0	0	0	10	0
chr7_156724112_156826744_rev	0	0	0	0	0	12	0	0
chr7_156725435_156728720_rev	0	0	0	1	0	0	0	0
chr7_156727930_156756465_rev	0	0	0	0	0	0	0	0
chr7_156734177_156756465_rev	0	0	1	0	0	9	0	0
chr7_156756393_156763795_rev	0	0	1	0	0	0	0	0
chr7_156756393_156826744_rev	0	0	4	0	0	5	0	0
chr7_156796389_156826744_rev	0	0	0	0	4	0	0	0
chr7_156796389_156833792_rev	0	0	0	0	0	0	0	0
chr7_156826605_156836885_rev	0	13	19	4	0	31	14	17
chr7_98154876_98137315_fwd	0	0	0	0	0	0	0	0
chr7_98159425_98137315_fwd	0	2	0	0	0	0	0	0
chr7_98190877_98185051_fwd	0	0	0	0	0	0	0	0
chr7_98194572_98185051_fwd	0	0	0	0	0	0	0	0
chr7_98194572_98190728_fwd	8	0	15	5	4	25	30	39
chr7_98194572_98191614_fwd	0	3	14	6	9	6	8	2
chr7_98204186_98186877_fwd	0	0	0	0	0	0	0	0
chr7_134177063_134137023_fwd	0	0	0	0	0	3	0	0
chr7_150326010_150325841_fwd	1	0	0	0	0	7	0	3
chr7_92118520_92131872_rev	0	0	0	0	0	0	0	0
chr7_92123120_92131872_rev	0	3	3	9	0	5	2	0
chr7_92126253_92127631_rev	0	0	1	0	0	0	0	0
chr7_92126253_92131872_rev	0	0	1	1	0	0	8	0
chr7_102466270_102465817_fwd	4	2	23	1	16	51	0	34
chr7_118188405_118185647_fwd	0	14	3	1	0	0	0	0
chr7_139405787_139398599_fwd	0	0	0	0	1	3	0	0
chr7_139407350_139398599_fwd	0	0	0	0	0	0	0	0
chr7_139407350_139402137_fwd	0	10	0	0	0	0	0	0
chr7_139409654_139398599_fwd	0	0	4	0	11	13	0	0
chr7_139412580_139409563_fwd	0	0	0	0	0	2	0	0
chr7_139417729_139398599_fwd	0	0	0	0	0	0	0	0
chr7_20154193_20161870_rev	1	0	0	0	0	0	0	0
chr7_1898200_1936897_rev	0	12	0	0	0	0	0	0
chr7_1898200_1957719_rev	0	0	0	0	0	0	0	0
chr7_1898200_1980541_rev	0	0	0	0	0	0	0	2
chr7_1898200_2002121_rev	0	0	0	0	0	0	0	0
chr7_1898200_2014642_rev	0	0	2	0	0	0	0	0
chr7_1936687_2002121_rev	0	0	0	0	0	0	0	0
chr7_1957629_1980541_rev	0	0	2	0	0	0	0	0
chr7_1957629_2069338_rev	0	0	0	0	0	4	0	0
chr7_1957629_2202098_rev	1	0	0	0	0	0	0	0
chr7_1980453_2014642_rev	0	0	0	0	0	0	0	0
chr7_1980453_2149238_rev	0	0	0	0	0	0	0	7
chr7_2002065_2069338_rev	0	0	0	1	0	0	0	0
chr7_2213212_2219456_rev	0	0	0	0	0	0	0	7
chr7_2213212_2222754_rev	0	0	3	1	0	0	0	0
chr7_2229984_2230724_rev	0	0	0	0	0	8	0	4
chr7_2229984_2230764_rev	0	0	0	1	1	8	7	4
chr7_78125694_78135206_rev	0	0	0	0	0	0	0	0
chr7_78160025_78168108_rev	0	0	0	0	0	0	0	0
chr7_78255943_78256581_rev	0	0	5	0	0	4	0	0
chr7_78343778_78346043_rev	0	0	11	1	2	29	6	40
chr7_78343778_78369213_rev	0	0	4	0	0	0	0	2
chr7_78489761_79000330_rev	0	0	0	0	0	0	0	0
chr7_114979781_114942275_fwd	0	0	2	0	0	0	3	2
chr7_116700284_116695750_fwd	0	0	0	1	0	0	0	9
chr7_116700284_116699071_fwd	0	0	4	1	0	11	0	8
chr7_7574196_7572436_fwd	0	6	1	0	0	0	5	0
chr7_7596461_7594980_fwd	0	0	0	0	0	0	0	0
chr7_131388972_131375424_fwd	0	0	0	4	0	4	0	0
chr7_131388972_131387120_fwd	0	6	0	2	0	0	2	33
chr7_131399433_131375424_fwd	0	7	23	0	16	49	51	51
chr7_131399433_131387120_fwd	0	5	13	0	4	40	0	18
chr7_131411383_131375424_fwd	0	0	0	0	0	0	0	4
chr7_131411383_131387120_fwd	0	0	0	0	0	0	2	0
chr7_131414710_131375424_fwd	0	0	0	0	0	0	0	6
chr7_131429145_131375424_fwd	0	0	0	0	0	0	0	0
chr7_131429145_131387120_fwd	0	0	0	0	0	0	0	0
chr7_131429145_131411306_fwd	0	0	1	0	0	0	0	0
chr7_131429145_131429033_fwd	0	0	2	0	0	0	0	4
chr7_131443702_131411306_fwd	0	0	0	0	0	0	6	0
chr7_131445903_131375424_fwd	0	9	0	0	0	0	0	0
chr7_131445903_131387120_fwd	0	0	0	0	0	2	0	0
chr7_131445903_131429033_fwd	0	0	5	0	0	4	0	0
chr7_131445903_131437785_fwd	0	0	0	1	0	0	0	0
chr7_131470944_131375424_fwd	0	0	0	0	2	0	0	0
chr7_131470944_131445774_fwd	0	5	0	0	0	0	0	0
chr7_131478677_131443481_fwd	0	0	0	0	0	4	0	0
chr7_131478677_131463217_fwd	0	0	0	0	0	0	0	0
chr7_140459007_140459936_rev	0	0	3	0	0	3	3	0
chr7_140471883_140472405_rev	0	0	0	0	0	0	0	0
chr7_140471883_140474489_rev	0	0	1	0	0	0	0	0
chr7_24641868_24623666_fwd	0	0	1	0	0	0	0	14
chr7_24649764_24623663_fwd	0	0	0	0	0	0	0	0
chr7_24650712_24620052_fwd	0	0	4	0	0	0	0	0
chr7_24650712_24623663_fwd	0	0	0	1	0	0	0	0
